Phylum,TARA_004_SRF_0.22-1.6,TARA_141_SRF_0.22-3,TARA_142_MES_0.22-3,TARA_142_SRF_0.22-3,TARA_145_MES_0.22-3,TARA_145_SRF_0.22-3,TARA_146_MES_0.22-3,TARA_146_SRF_0.22-3,TARA_148b_MES_0.22-3,TARA_148_SRF_0.22-3,TARA_149_MES_0.22-3,TARA_149_SRF_0.22-3,TARA_150_SRF_0.22-3,TARA_151_SRF_0.22-3,TARA_152_MES_0.22-3,TARA_152_SRF_0.22-3,TARA_066_SRF_0.22-3,TARA_067_SRF_0.22-3,TARA_068_MES_0.22-3,TARA_068_SRF_0.22-3,TARA_070_MES_0.22-3,TARA_070_SRF_0.22-3,TARA_072_MES_0.22-3,TARA_072_SRF_0.22-3,TARA_076_MES_0.22-3,TARA_076_SRF_0.22-3,TARA_078_MES_0.22-3,TARA_078_SRF_0.22-3,TARA_082_SRF_0.22-3
Proteobacteria,152,111,20,87,25,97,29,87,34,105,26,109,151,179,22,121,88,21,29,46,14,32,31,68,6,71,23,100,54
Actinobacteria,179,107,7,89,3,139,7,96,10,83,9,121,171,238,3,180,160,45,10,48,4,22,34,57,5,57,13,85,8
Euryarchaeota,6,13,40,347,122,8,33,107,157,109,37,82,56,120,96,4,35,0,110,17,21,96,27,34,18,24,28,18,0
Proteobacteria,165,117,0,131,0,19,0,50,3,113,0,84,146,117,0,90,65,2,0,35,1,38,39,104,1,106,11,96,0
Proteobacteria,125,51,21,193,14,56,20,216,40,178,29,143,122,133,20,89,69,1,22,56,8,49,79,142,11,168,32,111,0
Proteobacteria,29,285,0,131,0,30,0,97,4,103,1,166,102,39,0,20,16,0,0,15,0,17,30,45,0,69,6,76,0
Proteobacteria,121,83,1,144,11,67,1,93,23,122,3,149,163,249,0,65,88,10,14,65,1,35,44,109,6,118,23,122,12
Proteobacteria,51,65,0,161,2,7,0,34,2,66,3,29,71,32,6,30,15,4,5,36,1,22,156,247,0,288,25,213,1
Proteobacteria,52,67,20,174,9,58,17,161,44,157,26,147,157,146,23,63,58,5,29,43,11,31,43,75,6,53,18,58,2
Actinobacteria,9,257,149,126,1,12,1,46,8,76,1,82,53,65,0,24,51,0,36,8,6,8,30,82,5,24,4,71,0
Proteobacteria,158,98,11,232,8,49,9,181,51,194,10,186,247,225,12,124,68,2,17,77,3,42,50,88,9,147,26,159,6
Euryarchaeota,75,3,0,78,3,12,1,65,2,138,1,39,97,367,0,14,57,18,2,2,0,116,16,83,1,13,1,6,21
Bacteroidetes,227,204,0,104,1,12,0,64,5,153,0,138,216,205,1,141,57,2,2,28,2,34,41,77,1,114,1,108,0
Proteobacteria,71,76,1,181,1,19,1,71,6,110,0,41,69,81,3,38,40,10,2,26,0,22,84,188,1,179,18,153,8
Proteobacteria,97,118,6,129,13,67,4,132,27,141,5,140,149,151,13,85,60,5,12,37,4,30,47,93,4,83,15,91,3
Cyanobacteria,77,41,0,142,0,1,0,40,1,57,0,14,73,58,0,42,0,0,0,65,0,46,112,201,1,158,25,167,0
Thaumarchaeota,0,1,580,0,696,37,367,3,109,1,615,1,0,0,520,0,5,3,609,0,343,0,182,0,780,0,430,0,0
Actinobacteria,45,175,0,235,0,3,0,65,7,104,0,53,74,70,0,17,22,0,1,6,1,7,66,183,0,62,8,80,0
Proteobacteria,60,50,82,174,112,75,80,220,117,204,127,159,147,119,76,70,60,3,143,50,32,39,60,93,92,108,115,91,7
Thaumarchaeota,0,0,737,0,486,4,519,3,137,0,700,2,1,0,655,1,3,0,578,0,411,0,153,0,700,0,412,0,0
Proteobacteria,163,47,0,24,3,178,2,47,6,53,1,45,85,193,2,205,146,101,5,33,0,18,5,31,0,15,5,25,254
Proteobacteria,255,69,10,119,1,52,1,66,13,85,2,100,158,135,4,234,106,3,24,88,268,58,42,68,15,27,5,65,1
Proteobacteria,29,7,98,174,87,60,84,287,137,286,119,239,180,98,112,159,73,2,144,102,47,21,23,22,54,34,123,64,0
Proteobacteria,260,57,31,162,34,28,23,161,36,228,25,158,301,310,38,245,66,0,37,77,13,39,35,70,24,131,27,154,0
Proteobacteria,109,67,0,99,0,16,0,40,2,56,0,59,109,151,0,103,26,10,0,74,1,60,80,95,0,123,16,132,0
Proteobacteria,124,56,30,89,38,78,30,102,32,113,29,127,157,147,29,112,101,32,56,45,14,33,23,57,19,39,30,87,133
Proteobacteria,18,24,491,48,67,23,426,124,188,86,431,102,74,28,423,52,31,1,178,26,79,5,62,14,137,17,96,16,0
Proteobacteria,162,39,0,154,1,49,1,135,18,152,0,136,218,335,0,89,64,0,0,70,1,58,49,113,2,68,11,116,4
Cyanobacteria,227,12,0,79,0,0,0,24,1,33,0,19,164,159,0,74,6,0,0,132,2,89,104,159,0,94,27,179,0
Cyanobacteria,1,1,0,20,0,134,0,62,1,71,1,121,132,43,0,102,40,98,0,336,0,108,1,6,0,35,0,4,1387
Proteobacteria,101,112,5,113,3,55,2,90,16,120,3,98,108,141,3,65,55,11,5,30,1,43,46,104,5,74,11,117,12
Proteobacteria,91,62,2,98,2,97,1,81,11,113,3,138,173,183,0,87,96,10,4,55,1,26,39,130,1,46,11,86,2
Proteobacteria,146,51,5,94,5,30,5,90,24,124,8,97,109,176,11,41,88,0,13,34,2,44,69,181,5,190,31,164,0
Proteobacteria,80,49,19,81,36,81,25,76,26,83,45,134,166,129,26,101,90,23,57,37,9,30,20,41,20,38,34,55,129
Proteobacteria,87,69,0,71,10,81,2,96,10,75,5,81,121,178,2,89,79,28,6,39,0,34,41,72,1,22,7,94,166
Actinobacteria,152,71,0,78,0,25,0,62,11,71,0,165,336,518,0,185,82,0,0,27,0,22,21,45,0,3,7,113,0
Proteobacteria,8,14,2,18,3,122,1,228,22,215,3,444,183,83,3,99,202,4,17,51,7,92,4,3,2,0,4,20,1
Euryarchaeota,1,0,710,2,210,0,615,4,192,0,616,1,1,2,641,1,1,0,430,0,309,1,163,0,339,0,157,0,0
Thaumarchaeota,0,1,554,1,559,17,400,8,238,4,668,5,2,0,594,1,2,2,537,0,295,0,168,0,687,0,462,0,0
Deferribacteres,14,5,90,333,76,120,109,424,382,261,140,207,106,204,123,49,76,3,117,59,6,30,31,87,16,12,38,10,0
Proteobacteria,40,4,2,372,1,11,1,312,36,307,0,154,294,119,4,113,36,4,0,53,0,17,39,65,1,18,3,17,0
Proteobacteria,52,84,12,194,1,10,22,78,58,122,14,72,44,101,12,29,21,1,7,7,1,13,38,83,0,87,3,72,0
Proteobacteria,6,15,1,385,0,98,2,740,47,415,0,478,293,81,1,159,100,0,0,158,3,38,14,47,0,7,3,39,0
Proteobacteria,100,25,61,57,72,123,50,68,51,59,93,96,143,138,92,148,110,59,72,68,26,32,24,29,53,27,62,57,103
Bacteroidetes,122,387,6,96,7,52,5,67,13,106,0,112,85,65,1,75,55,18,7,17,3,10,18,48,0,86,6,50,1
Proteobacteria,127,46,23,78,46,106,46,88,36,90,52,99,148,184,36,145,101,38,48,50,19,28,20,35,18,37,43,80,119
Proteobacteria,17,198,0,93,0,9,0,37,0,59,0,43,67,23,1,2,3,0,0,8,0,4,56,105,2,163,5,45,0
Deferribacteres,77,33,0,19,52,77,0,36,4,36,2,55,108,75,2,444,187,84,21,43,1,27,16,22,8,22,6,13,2
Thaumarchaeota,0,0,506,0,629,7,299,7,109,1,538,0,0,0,429,2,3,0,524,0,343,0,166,0,805,0,533,0,0
Cyanobacteria,0,1,0,1,0,74,0,41,0,21,0,60,70,14,1,58,37,63,0,235,0,96,2,1,0,3,0,2,1500
Proteobacteria,321,5,10,30,4,26,13,45,17,77,6,78,182,243,8,171,69,2,27,29,9,38,22,32,4,41,11,68,1
Deferribacteres,1,23,7,238,16,65,9,85,72,68,10,107,77,17,13,99,242,10,19,19,1,32,19,25,5,0,8,0,0
Proteobacteria,57,30,0,96,5,115,0,166,14,108,3,158,259,210,2,143,190,12,3,77,0,82,18,49,1,23,1,23,2
Proteobacteria,56,242,1,109,0,9,0,76,6,130,0,60,61,87,0,16,11,0,0,36,0,19,68,186,0,185,2,68,0
Proteobacteria,68,49,0,193,1,17,0,116,12,126,1,104,154,141,0,50,29,29,0,12,0,9,42,109,0,35,5,60,0
Proteobacteria,157,61,0,49,2,51,2,48,5,59,4,81,101,192,0,68,76,20,3,38,1,21,19,38,0,23,6,54,23
Proteobacteria,33,51,6,362,2,39,10,235,42,328,19,202,142,71,10,12,20,1,13,27,2,22,104,227,8,170,17,107,0
Proteobacteria,139,69,3,98,10,51,2,52,16,83,0,86,113,171,3,68,78,67,6,65,0,40,33,91,5,73,10,63,110
Proteobacteria,60,68,1,42,5,110,3,60,6,74,5,104,206,198,3,99,107,12,4,43,2,52,33,68,2,16,4,42,12
Proteobacteria,156,127,0,81,0,16,0,73,5,107,1,66,128,87,0,125,50,10,0,58,0,23,20,56,0,55,1,61,8
Thaumarchaeota,0,0,546,1,500,5,302,5,127,0,513,3,0,0,502,1,1,3,487,2,299,0,151,0,660,0,424,0,0
Proteobacteria,169,276,0,121,0,16,0,96,5,83,0,88,98,34,0,42,11,0,0,17,0,10,20,54,0,17,9,30,0
Bacteroidetes,67,115,11,37,22,101,2,36,5,57,7,50,76,88,8,688,185,18,11,8,4,3,12,15,0,42,4,17,32
Cyanobacteria,75,675,0,176,3,76,0,95,2,247,0,197,88,47,1,113,22,30,0,169,0,14,14,8,2,51,8,90,0
Proteobacteria,107,75,11,106,6,18,9,111,15,99,12,59,82,62,6,39,41,0,8,18,5,25,26,62,2,66,10,65,0
Proteobacteria,68,50,4,167,4,11,4,51,12,71,3,52,83,41,4,35,11,1,4,39,3,30,75,162,3,157,25,137,0
Proteobacteria,68,44,19,131,32,40,31,98,47,138,30,102,120,163,31,81,48,10,56,24,13,18,48,102,20,80,48,113,1
Proteobacteria,23,126,15,215,4,41,6,213,55,200,19,123,92,64,17,23,37,0,19,36,10,18,42,147,12,42,13,54,0
Deferribacteres,27,39,3,44,7,143,2,77,33,98,5,259,182,430,2,83,204,19,6,17,4,27,18,52,3,14,5,8,3
Proteobacteria,41,35,13,337,3,34,18,193,56,332,22,194,155,119,28,34,21,0,11,50,9,22,74,161,5,127,17,136,1
Proteobacteria,131,35,2,68,4,66,2,101,16,70,3,106,140,256,3,112,108,12,4,69,1,43,24,53,0,20,8,87,2
Proteobacteria,260,48,0,69,1,25,0,54,10,79,0,63,166,201,2,105,62,1,0,21,0,21,36,95,0,105,9,116,3
Proteobacteria,3,1,89,25,30,4,72,23,32,29,117,18,15,10,118,6,2,1,61,7,26,1,19,16,39,8,40,5,3
Thaumarchaeota,0,0,446,0,642,53,251,3,114,3,423,8,2,0,369,3,13,2,469,0,343,0,154,0,745,0,561,0,0
Proteobacteria,41,31,57,184,53,43,54,227,77,264,73,202,132,99,67,38,29,2,75,45,38,23,57,58,44,110,62,84,4
Proteobacteria,62,38,41,157,47,40,47,198,80,203,59,157,144,115,45,65,48,2,69,42,13,24,38,75,18,84,64,90,5
Proteobacteria,77,74,10,113,9,19,5,112,21,149,15,85,74,75,15,25,34,0,18,21,1,19,62,124,6,144,21,98,0
Proteobacteria,72,61,24,154,29,45,27,175,61,166,41,148,121,128,34,106,33,1,42,46,10,22,47,73,19,97,34,131,1
Cyanobacteria,63,81,11,123,12,22,15,112,48,88,27,72,82,46,19,39,48,1,8,11,6,13,31,62,5,48,9,42,0
Proteobacteria,75,115,9,199,0,29,7,164,27,160,9,107,142,135,10,105,37,4,8,40,3,37,47,109,5,133,26,96,1
Proteobacteria,171,8,0,25,1,13,0,57,2,104,1,101,122,43,0,57,24,0,0,45,1,52,17,41,0,49,7,97,0
Bacteroidetes,96,19,0,203,0,13,0,155,7,354,2,296,345,231,0,365,87,0,2,80,2,69,15,35,0,8,4,83,0
Proteobacteria,62,98,0,79,0,9,0,83,5,122,0,92,58,11,0,25,36,1,0,17,2,35,49,144,1,84,12,84,0
Proteobacteria,81,0,401,2,32,1,14,0,49,4,37,0,12,9,21,1,0,0,141,55,1143,41,312,31,167,28,44,8,1
Cyanobacteria,0,0,0,12,0,67,0,38,1,17,1,76,101,18,0,89,37,63,1,290,0,139,3,8,0,55,0,10,1497
Bacteroidetes,56,138,0,29,0,7,0,22,3,52,0,37,97,171,0,14,15,0,0,4,2,13,29,56,0,15,1,11,0
Bacteroidetes,133,209,0,255,1,67,0,146,13,148,1,245,160,269,1,136,121,24,0,70,3,42,27,45,0,29,1,79,0
Proteobacteria,32,40,1,237,3,40,0,286,16,408,1,262,63,63,2,25,64,5,4,13,0,6,93,205,2,205,6,86,0
Proteobacteria,76,86,1,133,5,48,4,93,10,130,3,75,93,138,3,79,51,5,11,30,1,29,43,95,5,96,12,57,13
Proteobacteria,43,115,1,93,0,12,0,74,5,90,0,115,77,22,0,19,17,0,0,9,1,45,46,109,0,60,9,51,0
Thaumarchaeota,0,0,430,0,517,7,305,3,106,1,525,0,0,0,365,3,0,1,545,1,239,0,106,0,628,0,531,0,0
Proteobacteria,124,61,0,121,2,8,1,65,10,143,1,75,69,33,2,27,29,1,0,17,2,39,42,116,0,80,6,118,0
Deferribacteres,50,94,0,85,0,50,1,76,18,101,0,134,101,125,0,74,79,2,2,51,1,23,33,80,0,29,7,65,3
Bacteroidetes,40,31,78,77,122,24,43,158,100,162,49,172,121,25,71,53,37,1,91,54,13,8,20,10,21,18,20,32,0
Proteobacteria,198,13,10,69,3,30,10,57,16,71,8,55,217,352,3,162,50,0,22,113,0,46,10,25,3,41,14,129,0
Cyanobacteria,63,695,0,139,1,52,0,126,1,257,2,191,85,40,0,71,13,26,1,105,0,8,7,11,0,25,10,95,0
Cyanobacteria,58,374,3,172,3,105,0,78,2,185,1,151,159,59,5,210,34,31,2,272,0,78,6,26,1,20,9,51,4
Proteobacteria,70,54,0,43,0,10,0,7,2,14,1,38,75,51,0,17,27,2,0,14,0,12,18,77,0,36,6,81,0
Proteobacteria,84,36,7,93,4,23,4,110,12,102,5,88,93,111,9,33,41,0,9,22,9,31,58,114,7,139,20,87,0
Proteobacteria,96,49,4,89,17,53,11,94,20,112,13,110,120,172,13,83,68,9,25,40,6,39,29,66,7,50,18,64,34
Cyanobacteria,37,65,0,142,0,3,0,40,3,77,0,21,64,46,0,11,13,0,0,12,2,8,82,153,0,104,14,161,0
Proteobacteria,54,70,9,166,10,39,8,142,32,171,16,131,101,109,14,41,56,1,11,41,0,25,41,87,7,65,12,64,11
Proteobacteria,133,68,0,18,2,153,5,40,11,45,6,70,105,141,4,147,156,104,6,29,0,24,3,21,4,4,6,39,9
Proteobacteria,52,40,17,173,13,50,17,157,71,173,36,140,130,122,27,49,52,7,30,39,0,24,25,53,8,36,25,44,2
Actinobacteria,53,71,0,110,0,22,1,66,12,91,0,103,127,119,0,50,30,17,1,8,0,9,25,82,0,56,5,53,0
Deferribacteres,3,0,62,38,71,30,75,413,308,124,52,159,58,15,44,35,8,0,102,112,7,3,11,1,12,0,20,3,0
Proteobacteria,29,31,75,92,157,62,54,131,92,156,126,102,94,79,113,62,42,1,236,62,55,22,42,41,93,57,155,68,6
Proteobacteria,114,12,1,11,6,127,3,27,6,29,4,40,72,118,2,141,111,81,9,27,2,14,6,11,1,11,4,33,314
Bacteroidetes,108,109,0,11,2,99,2,114,5,163,2,208,97,75,0,104,244,52,4,73,0,59,13,15,0,47,3,50,30
Cyanobacteria,5,0,0,0,1,74,1,683,4,248,1,518,200,156,0,0,290,45,0,5,0,2,0,1,0,0,0,2,0
Euryarchaeota,26,14,0,6,0,18,0,21,2,25,0,35,31,176,0,16,61,0,0,12,2,58,5,5,0,7,0,8,0
Proteobacteria,83,84,1,108,1,45,2,69,15,83,0,86,78,120,1,27,67,10,2,18,2,20,33,91,1,71,6,71,10
Proteobacteria,107,50,0,129,0,39,1,91,17,156,0,99,122,191,1,62,56,2,0,48,0,46,56,99,0,61,12,106,0
Bacteroidetes,64,43,0,184,0,14,0,85,15,256,0,203,227,135,0,226,57,0,0,70,0,47,27,81,1,57,1,34,0
Deferribacteres,32,96,0,89,1,17,0,56,6,105,0,92,65,45,0,22,50,8,0,15,1,31,15,48,1,81,1,34,0
Proteobacteria,43,31,109,79,51,56,75,198,112,118,92,108,94,54,135,115,63,0,77,46,43,21,30,18,57,16,41,45,0
Proteobacteria,3,1,275,34,265,22,202,88,128,52,262,51,45,15,237,43,37,1,241,29,123,5,52,3,187,0,142,7,3
Proteobacteria,111,82,2,71,0,50,1,57,11,72,1,55,81,138,0,37,63,13,4,21,1,30,27,53,3,32,8,57,16
Proteobacteria,76,48,24,76,21,70,20,110,32,133,32,147,145,109,33,90,74,14,40,37,5,20,18,52,15,66,26,86,27
Proteobacteria,243,61,0,75,2,8,0,67,4,73,0,58,160,200,0,102,38,1,1,11,1,24,52,101,1,95,11,108,0
Bacteroidetes,80,94,2,158,1,32,4,89,4,81,4,143,117,160,1,110,47,1,13,40,0,30,20,42,0,64,9,31,2
Deferribacteres,5,8,13,36,1,46,47,238,575,80,83,81,31,46,98,14,49,0,126,11,3,8,17,4,2,4,21,10,0
Proteobacteria,19,8,39,170,89,47,65,283,98,272,120,234,114,73,94,112,55,0,152,81,24,18,14,17,61,18,72,40,0
Proteobacteria,43,74,0,132,4,34,2,59,13,64,2,65,98,55,0,18,34,5,2,17,1,18,72,159,2,78,13,98,3
Euryarchaeota,13,8,19,255,39,9,13,81,103,82,25,77,49,141,25,10,53,0,40,25,8,51,30,38,7,33,7,3,1
Actinobacteria,82,63,0,114,0,2,0,43,8,71,0,37,108,115,0,12,9,0,0,11,1,13,36,93,0,61,17,91,0
Proteobacteria,110,74,2,92,0,31,1,53,21,111,2,83,109,101,1,60,65,0,5,41,3,70,25,45,0,58,5,75,1
Proteobacteria,28,35,15,194,16,16,12,224,64,257,23,178,128,59,15,55,36,1,20,68,9,24,24,46,9,48,18,53,0
Cyanobacteria,102,47,0,72,2,4,0,26,2,39,0,24,93,57,0,44,3,1,0,52,3,51,55,121,0,94,13,112,0
Proteobacteria,0,0,431,5,10,34,757,133,794,73,613,44,28,14,564,15,19,0,125,28,10,0,24,0,32,0,27,1,0
Proteobacteria,7,8,0,271,0,75,2,575,35,312,0,331,204,59,4,87,73,0,0,88,0,47,23,45,2,15,3,36,0
Bacteroidetes,62,269,6,218,1,20,1,176,20,132,1,166,43,87,2,0,63,0,3,19,2,10,19,40,2,33,2,14,0
Proteobacteria,77,62,0,94,0,21,0,110,2,133,0,91,62,36,0,33,36,0,0,35,0,55,29,91,0,58,3,71,0
Proteobacteria,55,46,20,147,11,29,18,143,60,146,33,111,114,124,20,72,45,1,22,57,12,16,48,80,4,60,14,73,6
Proteobacteria,95,50,45,99,0,60,2,52,12,65,4,69,69,164,1,46,64,13,10,36,2,22,34,78,2,68,3,48,15
Proteobacteria,89,43,12,153,11,28,12,134,28,150,19,119,134,123,19,64,33,0,25,44,4,20,44,74,12,75,7,85,0
Euryarchaeota,0,1,312,16,341,28,342,19,202,20,422,15,6,7,351,0,5,0,393,9,154,8,68,5,234,0,197,0,0
Proteobacteria,26,29,54,133,94,48,73,205,118,196,108,129,110,54,95,70,27,1,127,55,46,18,34,29,93,39,103,43,2
Bacteroidetes,98,301,0,75,12,23,1,54,6,89,1,85,71,45,0,57,39,0,2,8,0,5,16,48,0,71,3,36,0
Actinobacteria,11,183,1,245,1,32,1,146,13,210,1,159,117,49,0,29,40,1,1,17,0,18,23,48,0,1,2,18,0
Proteobacteria,0,0,195,2,66,92,249,91,510,18,295,30,20,1,148,63,38,0,301,28,1,3,6,0,24,0,75,0,0
Cyanobacteria,95,61,1,79,1,9,0,25,0,62,1,47,54,82,0,59,4,1,0,63,0,40,50,129,0,131,16,137,1
Proteobacteria,6,0,53,294,17,31,87,358,294,159,112,195,54,11,114,49,29,0,97,57,8,10,12,2,31,0,36,5,0
Cyanobacteria,4,0,1,118,0,73,0,194,1,180,0,270,302,100,0,266,75,27,0,617,0,522,9,21,0,1,1,3,61
Cyanobacteria,158,613,0,96,1,3,0,188,0,390,0,263,50,28,0,0,2,1,0,21,0,0,0,1,0,23,8,108,0
Proteobacteria,71,66,0,86,1,34,1,86,8,93,2,100,117,136,0,45,43,4,0,28,0,30,26,80,0,56,5,87,0
Proteobacteria,12,0,1,0,0,16,0,0,0,0,2,0,2,10,0,0,5,15,1,0,3,1,1,0,1,0,1,1,294
Euryarchaeota,5,7,41,490,79,63,41,132,135,131,46,71,21,24,40,12,13,0,80,31,20,28,27,31,21,7,29,10,0
Proteobacteria,18,87,3,282,1,11,10,126,14,207,6,86,59,39,1,18,11,0,3,28,0,31,29,102,2,100,16,160,0
Proteobacteria,128,24,37,83,30,26,35,103,49,102,44,108,205,213,48,63,53,0,47,44,12,20,22,36,34,56,35,63,0
Actinobacteria,78,60,0,52,0,128,0,115,5,65,0,177,210,352,1,76,85,34,1,17,1,6,9,8,2,9,8,91,3
Proteobacteria,83,87,0,12,0,13,0,4,0,8,0,3,2,7,0,1,10,0,0,0,0,2,2,3,0,9,0,4,0
Proteobacteria,48,53,1,116,0,27,0,67,13,103,0,91,128,116,0,77,26,38,0,21,0,17,19,60,0,23,2,62,0
Cyanobacteria,77,12,0,64,0,1,0,18,0,22,0,17,66,51,0,66,5,0,0,82,0,94,37,84,1,71,9,97,0
Proteobacteria,32,131,1,103,0,14,0,58,5,114,1,74,40,33,0,12,29,9,0,2,2,31,38,80,2,162,9,65,0
Proteobacteria,37,91,9,91,5,23,7,67,20,77,4,48,72,68,7,21,35,6,12,17,6,27,22,88,7,93,14,74,0
Cyanobacteria,66,26,0,90,0,0,0,13,0,25,0,1,72,60,0,32,2,0,0,40,1,29,74,123,1,101,13,146,0
Proteobacteria,37,9,156,49,179,18,177,65,120,52,267,78,94,57,213,20,39,2,283,22,107,13,52,35,156,12,180,29,13
Cyanobacteria,15,25,0,120,0,1,0,20,1,31,0,16,26,12,0,6,0,0,0,9,0,18,63,151,2,134,10,106,0
Bacteroidetes,0,1,2453,3,670,1,325,20,238,35,431,2,3,2,342,11,0,0,39,10,169,2,12,5,31,7,2,1,1
Proteobacteria,59,50,0,79,2,57,0,83,6,156,1,135,115,78,0,82,69,2,1,41,0,63,21,41,0,53,2,40,0
Bacteroidetes,105,275,0,65,0,2,0,11,0,81,0,33,75,80,0,35,13,0,0,5,0,8,53,118,0,159,6,50,0
Bacteroidetes,36,68,2,60,0,46,0,126,13,209,0,143,140,152,0,84,92,14,0,66,0,18,17,49,1,22,4,69,5
Proteobacteria,69,22,7,139,13,45,7,185,48,225,22,116,139,159,13,104,59,2,24,57,5,28,40,64,3,72,15,76,1
Proteobacteria,44,53,0,67,0,15,0,78,3,85,0,40,21,67,0,13,13,0,0,22,1,89,29,86,1,92,4,78,0
Proteobacteria,10,59,2,158,0,84,1,140,31,143,3,250,60,41,1,47,133,16,2,37,1,43,16,41,1,12,1,10,0
Proteobacteria,28,112,0,109,0,25,0,69,8,74,0,98,70,68,0,29,55,3,0,8,1,10,18,65,4,34,2,45,2
Proteobacteria,64,68,0,68,0,8,0,45,2,112,0,70,52,28,1,27,36,0,0,18,0,23,34,99,0,60,4,63,0
Cyanobacteria,58,17,1,63,0,0,0,12,0,18,0,4,44,53,0,38,4,0,0,34,0,25,69,115,0,98,4,115,0
Proteobacteria,24,14,11,229,6,44,5,270,116,303,28,236,97,58,18,69,37,0,17,43,2,22,34,54,11,43,17,43,0
Bacteroidetes,117,27,0,18,2,94,1,18,4,25,0,35,93,76,0,173,68,133,7,15,0,7,15,13,1,11,1,11,5
Bacteroidetes,198,71,1,9,1,124,0,61,8,93,1,153,131,74,0,162,212,60,5,90,0,94,2,4,0,52,6,59,32
Proteobacteria,54,32,19,55,4,12,20,79,40,106,22,49,84,73,10,78,29,1,20,31,8,47,20,56,10,57,10,32,0
Proteobacteria,92,41,1,49,3,69,1,65,13,54,5,68,111,140,4,80,73,21,1,34,1,17,20,46,1,35,10,67,7
Proteobacteria,4,0,343,7,62,32,610,117,594,53,592,56,30,7,456,8,7,0,176,14,43,0,30,0,59,0,58,2,0
Proteobacteria,37,53,0,57,0,19,0,52,3,77,1,123,132,183,0,83,55,8,0,46,3,65,15,38,0,12,8,78,0
Proteobacteria,77,57,0,62,0,3,0,42,5,90,0,93,62,16,0,21,19,0,0,18,2,39,21,96,0,78,8,74,0
Proteobacteria,54,72,3,86,2,49,3,73,13,78,3,83,92,77,1,37,35,2,5,24,0,21,31,88,2,32,2,60,2
Proteobacteria,44,0,315,14,19,1,10,3,32,6,35,2,16,5,19,0,0,0,118,36,578,23,163,18,148,36,35,1,7
Proteobacteria,70,70,1,68,2,60,1,68,8,69,5,65,99,111,0,63,66,8,1,31,0,27,35,67,0,70,13,110,2
Actinobacteria,48,80,0,123,0,5,0,59,4,56,0,32,80,88,0,17,16,0,0,7,0,10,37,97,0,40,6,72,0
Proteobacteria,1,0,68,0,131,56,73,0,3,0,78,3,0,1,61,12,14,47,192,3,29,0,19,0,58,0,65,0,189
Deferribacteres,0,0,281,2,232,2,335,50,173,17,362,12,11,4,359,3,3,0,293,17,104,2,61,1,210,0,129,0,0
Proteobacteria,24,32,21,133,31,54,31,134,64,148,43,112,95,65,23,42,45,1,44,41,10,8,39,59,26,119,34,69,5
Proteobacteria,0,0,171,51,140,28,261,85,303,23,294,35,10,2,341,4,8,2,132,13,110,4,43,0,236,0,167,2,0
Proteobacteria,33,22,122,56,164,37,109,111,93,87,140,92,91,76,191,62,37,7,189,42,69,18,47,17,116,12,152,27,13
Proteobacteria,101,93,0,63,0,22,0,34,0,56,0,42,77,47,0,32,27,3,0,27,1,24,23,68,0,64,10,89,4
Proteobacteria,112,28,2,29,3,106,2,43,4,52,3,71,108,158,2,112,105,49,10,24,2,21,11,27,1,12,7,52,9
Bacteroidetes,3,81,0,25,1,0,0,26,10,31,1,11,9,3,4,1,2,2,2,6,1,2,93,232,5,664,1,12,1
Proteobacteria,212,47,0,14,0,61,1,21,5,17,0,29,63,192,0,68,39,19,0,22,0,14,6,8,0,5,1,15,18
Proteobacteria,62,39,7,138,0,11,14,41,41,107,6,50,45,63,11,7,8,0,4,8,1,15,35,79,0,68,1,43,0
Proteobacteria,103,67,3,26,9,115,1,49,8,50,3,53,70,125,5,156,102,50,4,17,2,13,14,34,2,28,15,49,24
Proteobacteria,51,47,12,144,14,26,18,118,24,132,14,95,102,74,21,33,38,5,20,28,7,24,41,67,18,91,21,55,9
Proteobacteria,43,25,67,67,92,53,97,101,144,107,130,85,82,69,139,54,41,8,154,32,40,14,40,22,91,37,100,37,4
Proteobacteria,0,0,0,5,0,43,0,32,1,21,0,35,47,9,0,67,29,16,0,181,0,81,1,2,0,6,0,6,1059
Proteobacteria,24,9,5,264,0,34,11,134,88,211,14,124,49,50,9,6,22,0,5,14,1,14,20,47,3,97,7,72,0
Cyanobacteria,4,1,0,0,0,4,0,626,0,235,1,431,146,135,0,0,76,0,0,3,0,0,0,0,0,0,0,0,0
Proteobacteria,45,33,0,79,5,32,6,75,10,79,4,86,138,73,1,45,61,13,6,35,2,24,29,59,2,46,13,70,5
Deferribacteres,0,0,480,1,167,2,399,5,125,1,491,3,2,0,431,0,4,0,250,0,191,0,70,0,211,0,131,0,0
Proteobacteria,87,90,0,29,1,4,0,11,1,46,0,12,30,35,0,10,3,0,0,6,1,10,40,140,1,215,12,192,10
Proteobacteria,1,0,28,2,22,2,20,3,13,4,27,1,2,0,31,5,9,2,38,2,12,1,1,0,22,0,13,0,3
Proteobacteria,60,54,0,59,0,23,0,39,5,60,0,54,59,58,0,54,27,2,0,26,0,35,37,114,0,132,2,33,16
Verrucomicrobia,0,7,229,7,54,16,282,54,278,29,249,22,25,0,167,5,6,0,127,9,112,11,72,3,198,0,81,1,0
Proteobacteria,65,22,1,146,2,32,6,96,29,131,8,101,73,119,5,53,36,1,2,61,4,19,53,66,3,150,14,93,0
